Suburb,Postcode,Longitude,Latitude
BOEILL CREEK,2648,145.1166687,-34.11666489
BOGAN,2825,147.46665955,-32.04833221
BOGAN GATE,2876,147.80000305,-33.11666489
BOGANGAR,2488,153.55000305,-28.33333397
BOGEE,2849,150.1000061,-32.95000076
BOGGABILLA,2409,150.3500061,-28.60000038
BOGGABRI,2382,150.03334045,-30.71666718
BOGONG PEAKS WILDERNESS,2720,148.3666687,-35.51666641
BOHENA CREEK,2390,149.6333313,-30.39999962
BOHNOCK,2430,152.56666565,-31.95000076
BOLARO,2630,148.83332825,-33.90000153
BOLIVIA,2372,151.94999695,-29.29999924
BOLONG,2540,149.58332825,-34.23333359
BOLTON POINT,2283,151.6166687,-33
BOLWARRA,2320,151.56666565,-32.71666718
BOLWARRA HEIGHTS,2320,151.58332825,-32.68333435
BOM BOM,2460,152.96665955,-29.75
BOMADERRY,2541,150.6166687,-34.84999847
BOMBAH POINT,2423,152.2666626,-32.5
BOMBALA,2632,149.2333374,-36.91666794
BOMBAY,2622,149.6499939,-35.41666794
BOMBIRA,2850,149.58332825,-32.56666565
BOMBO,2533,150.8500061,-34.65000153
BOMBOWLEE,2720,148.2333374,-35.25
BOMBOWLEE CREEK,2720,148.31666565,-35.26666641
BOMEN,2650,147.41667175,-35.06666565
BON ACCORD,2650,147.19999695,-35.21666718
BONA VISTA,2350,151.6333313,-30.51666641
BONALBO,2469,152.7666626,-28.79999924
BONDI,2026,151.2666626,-33.88333511
BONDI BEACH,2026,151.2666626,-33.88333511
BONDI FOREST,2632,149.21665955,-37.13333511
BONDI JUNCTION,2022,151.25,-33.90000153
BONG BONG,2576,150.3999939,-34.51666641
BONGALONG,2722,148.1166687,-34.79999924
BONGONGALONG,2722,148.05000305,-34.91666794
BONNELLS BAY,2264,151.5166626,-33.09999847
BONNET BAY,2226,151.05000305,-34.01666641
BONNINGTON PARK,2311,151.55000305,-32.26666641
BONNY HILLS,2445,152.83332825,-31.58333397
BONNYRIGG,2177,150.8833313,-33.88333511
BONNYRIGG HEIGHTS,2177,150.8666687,-33.90000153
BONSHAW,2361,151.2666626,-29.04999924
BONVILLE,2441,153.05000305,-30.38333321
BOOERIE CREEK,2480,153.28334045,-28.73333359
BOOK BOOK,2650,147.55000305,-35.34999847
BOOKER BAY,2257,151.3500061,-33.51666641
BOOKHAM,2582,148.6333313,-34.81666565
BOOKRAM,2460,153.21665955,-29.70000076
BOOLAMBAYTE,2423,152.2666626,-32.40000153
BOOLAROO,2284,151.6166687,-32.95000076
BOOLCARROLL,2388,149.43333435,-30.03333282
BOOLIGAL,2711,144.8833313,-33.86666489
BOOMANOOMANA,2712,145.8999939,-35.90000153
BOOMERANG BEACH,2428,152.53334045,-32.33333206
BOOMEY,2866,148.94999695,-32.98333359
BOOMI,2405,149.56666565,-28.71666718
BOOMI CREEK,2476,152.58332825,-28.46666718
BOOMOODEERIE,2469,153.0166626,-28.88333321
BOONOO BOONOO,2372,152.1000061,-28.88333321
BOORABEE PARK,2480,153.05000305,-28.70000076
BOORAGUL,2284,151.6000061,-32.93333435
BOORAL,2425,151.96665955,-32.46500015
BOORGA,2652,146,-34.01666641
BOORGANNA,2429,152.3999939,-31.61666679
BOOROLONG,2350,151.44999695,-30.33333397
BOOROLONG,2365,151.44999695,-30.33333397
BOOROOK,2372,152.25,-28.81666756
BOOROOMA,2650,147.3666687,-35.04999924
BOOROOMA,2832,147.3666687,-35.04999924
BOOROORBAN,2710,144.75,-34.91666794
BOOROWA,2586,148.71665955,-34.34999847
BOOTAWA,2430,152.3666687,-31.91666603
BOOTHENBA,2830,148.68333435,-32.18333435
BOOTI BOOTI,2428,152.5166626,-32.31666565
BOOYONG,2480,153.44999695,-28.73333359
BORA RIDGE,2471,153.2333374,-29.01666641
BORAMBIL,2329,150,-32.03333282
BORDER LOOP,2474,152.96665955,-28.33333397
BOREE,2325,148.83332825,-33.23333359
BOREE,2864,148.83332825,-33.23333359
BOREE CREEK,2652,146.6166687,-35.13333511
BORENORE,2800,148.96665955,-33.25
BORO,2622,149.6499939,-35.13333511
BORONIA PARK,2111,151.13800049,-33.82500076
BOSSLEY PARK,2176,150.8833313,-33.84999847
BOSTOBRICK,2453,152.6333313,-30.28333282
BOTANY,2019,151.19999695,-33.95000076
BOTFIELDS,2876,147.75,-32.98333359
BOTOBOLAR,2850,149.80000305,-32.5
BOTTLE CREEK,2469,152.6000061,-28.81666756
BOUDDI,2251,151.3999939,-33.51666641
BOURBAH,2828,148.18333435,-31.21666718
BOURKE,2840,145.94999695,-30.08333397
BOURKELANDS,2650,147.3500061,-35.13299942
BOURNDA,2550,149.90666199,-36.80666733
BOURNEWOOD,2868,148.75,-32.73333359
BOW,2329,150.25,-32.11666489
BOW BOWING,2566,150.83332825,-34.01666641
BOWAN PARK,2864,148.8500061,-33.29999924
BOWEN,2800,149.1166687,-33.2816658
BOWEN MOUNTAIN,2753,150.6333313,-33.58333206
BOWENFELS,2790,150.1166687,-33.51666641
BOWLING ALLEY POINT,2340,151.1333313,-31.39999962
BOWMAN,2422,151.83332825,-31.91666603
BOWMAN FARM,2422,151.93333435,-31.91666603
BOWMANS CREEK,2330,151.1333313,-32.25
BOWNA,2644,147.1000061,-35.93333435
BOWNING,2582,148.81666565,-34.78333282
BOWRAL,2576,150.41667175,-34.48333359
BOWRAVILLE,2449,152.8500061,-30.14999962
BOX HEAD,2257,151.3500061,-33.53333282
BOX HILL,2765,150.8833313,-33.66666794
BOX RIDGE,2795,148.78334045,-31.23333359
BOYDTOWN,2551,149.8833313,-37.09999847
BRACKENDALE,2354,151.69999695,-31.20000076
BRADBURY,2560,150.81666565,-34.08333206
BRADFORDVILLE,2580,149.7333374,-34.73333359
BRAEFIELD,2339,150.69999695,-31.56666756
BRAEMAR,2575,150.46665955,-34.41666794
BRAEMAR,2628,150.46665955,-34.41666794
BRAIDWOOD,2622,149.80000305,-35.45000076
BRANDY HILL,2324,151.68333435,-32.68333435
BRANGA PLAINS,2354,151.58332825,-31.25
BRANXTON,2335,151.3500061,-32.65000153
BRASSI,2710,144.7333374,-35.46666718
BRAUNSTONE,2460,152.94999695,-29.78333282
BRAWBOY,2337,150.6333313,-31.93333244
BRAY PARK,2484,153.3833313,-28.33333397
BRAYS CREEK,2484,153.18333435,-28.39999962
BRAYTON,2579,149.96665955,-34.63333511
BRAYTON,2580,149.96665955,-34.63333511
BREADALBANE,2581,149.4833374,-34.78333282
BREAKFAST CREEK,2849,148.7333374,-34.08333206
BREAKFAST POINT,2137,151.1000061,-33.83333206
BREDBO,2626,149.1499939,-35.95000076
BREELONG,2827,148.80000305,-31.79999924
BREEZA,2381,151.46665955,-31.25
BRENDA,2831,147.30000305,-29.01666641
BRETTI,2422,151.91667175,-31.78333282
BREWARRINA,2839,146.8666687,-29.95000076
BREWONGLE,2795,149.71665955,-33.43333435
BRIARBROOK,2365,151.3666687,-30.16666603
BRIBBAREE,2594,147.8666687,-34.11666489
BRIDGMAN,2330,151.16667175,-32.41666794
BRIERFIELD,2454,152.8999939,-30.48333359
BRIGGSVALE,2453,152.7666626,-30.25
BRIGHTON LE SANDS,2216,151.1499939,-33.96666718
BRIGHTWATERS,2264,151.53334045,-33.09999847
BRIL BRIL,2441,152.53334045,-31.26666641
BRIMBIN,2430,152.44999695,-31.83333397
BRINDABELLA,2611,148.75166321,-35.38166809
BRINERVILLE,2441,152.55000305,-30.46666718
BRINGELLY,2556,150.7333374,-33.95000076
BRINGENBRONG,3707,148.05000305,-36.15000153
BRISBANE GROVE,2580,149.69999695,-34.78333282
BROADMEADOW,2292,151.7333374,-32.91666794
BROADWATER,2472,153.43333435,-29.01499939
BROADWATER,2549,149.88999939,-36.97166824
BROADWAY,2007,149.06666565,-34.70000076
BROADWAY,2581,149.06666565,-34.70000076
BROBENAH,2705,146.44999695,-34.38333511
BROCKLEHURST,2830,148.6166687,-32.16666794
BROCKLESBY,2642,146.66667175,-35.83333206
BROCKLEY,2365,151.8666687,-30.26666641
BRODIES PLAINS,2360,151.18333435,-29.78333282
BROGANS CREEK,2848,149.96665955,-32.96666718
BROGERS CREEK,2535,150.68333435,-34.70000076
BROGO,2550,149.78334045,-36.53333282
BROKE,2330,151.1000061,-32.75
BROKEN HEAD,2481,153.58332825,-28.71666718
BROKEN HILL,2880,141.44999695,-31.96666718
BROLGAN,2870,148.05000305,-33.11666489
BROMBIN,2446,152.6499939,-31.43333244
BRONTE,2024,151.2666626,-33.90000153
BROOKDALE,2656,146.8833313,-35.08333206
BROOKFIELD,2420,151.75,-32.5
BROOKLANA,2450,152.8500061,-30.25
BROOKLANDS,2583,149.44999695,-34.45000076
BROOKLET,2479,153.5166626,-28.73333359
BROOKLYN,2083,151.21665955,-33.54999924
BROOKVALE,2100,151.2666626,-33.76666641
BROOMAN,2538,150.2333374,-35.45000076
BROOMS HEAD,2463,153.33332825,-29.61666679
BROUGHTON,2535,150.7333374,-34.75
BROUGHTON VALE,2535,150.71665955,-34.71666718
BROULEE,2537,150.16667175,-35.84999847
BROWNLOW HILL,2570,150.6499939,-34.01666641
BROWNMORE,2420,151.6499939,-32.26666641
BROWNS CREEK,2799,149.16667175,-33.51666641
BROWNS CROSSING,2441,152.8833313,-30.79999924
BROWNSVILLE,2530,150.80000305,-34.48333359
BRUCEDALE,2650,147.41667175,-35.01666641
BRUIE PLAINS,2875,147.8500061,-32.76666641
BRUINBUN,2795,149.44999695,-33.11666489
BRUNDEE,2540,150.66667175,-34.90000153
BRUNGLE,2722,148.2333374,-35.15000153
BRUNGLE CREEK,2722,148.25,-35.13333511
BRUNKERVILLE,2323,151.46665955,-32.95000076
BRUNSWICK HEADS,2483,153.55000305,-28.53333282
BRUSHGROVE,2460,153.08332825,-29.56666756
BRUSHY CREEK,2365,151.4833374,-30.14999962
BRYANS GAP,2372,152.08332825,-29
BUCCA WAUKA,2429,152.1499939,-32.08333206
BUCCARUMBI,2460,152.58332825,-29.81666756
BUCHANAN,2323,151.5166626,-32.79999924
BUCKAJO,2550,149.71665955,-36.66666794
BUCKAROO,2850,149.6499939,-32.51666641
BUCKENBOWRA,2536,149.98500061,-35.66999817
BUCKENDERRA,2630,148.75,-36.15000153
BUCKENDOON,2472,153.3500061,-29.03333282
BUCKETTY,2250,151.1333313,-33.09999847
BUDAWANG,2622,149.96665955,-35.45000076
BUDDEN,2849,150.06666565,-32.5
BUDDEROO,2535,150.6333313,-34.70666504
BUDDONG,2720,148.21665955,-35.70000076
BUDGEE BUDGEE,2850,149.66667175,-32.51666641
BUDGEWOI,2262,151.56666565,-33.23333359
BUFF POINT,2262,151.53334045,-33.23333359
BUGALDIE,2357,149.1000061,-31.11666679
BUKALONG,2632,149.19999695,-36.78333282
BUKKULLA,2360,151.1166687,-29.5
BULAHDELAH,2423,152.21665955,-32.41666794
BULBY BRUSH,2429,152.19999695,-32.13333511
BULGA,2330,151.0166626,-32.65000153
BULGA FOREST,2429,152.2666626,-31.53333282
BULGANDRY,2642,146.6000061,-35.61666489
BULGARY,2650,146.94999695,-35.04999924
BULINGARY,2447,152.7333374,-30.76666641
BULL PLAIN,2646,147.3666687,-34.06666565
BULLA,2835,144.44999695,-31.98333359
BULLA CREEK,2594,148.25,-34.09999847
BULLABURRA,2784,150.41667175,-33.73333359
BULLAGREEN,2831,147.9833374,-31.35000038
BULLARAH,2400,149.2333374,-29.45000076
BULLAWA CREEK,2390,150,-30.29999924
BULLDOG,2469,152.5,-29.03333282
BULLI,2516,150.91667175,-34.33333206
BULLI TOPS,2516,150.8999939,-34.28333282
BULLIAC,2422,152.03334045,-31.89999962
BULLIO,2575,150.1499939,-34.31666565
BULYEROI,2832,149.08332825,-29.76666641
BUMBALDRY,2794,148.43333435,-33.90000153
BUMBALONG,2626,149.1000061,-35.81666565
BUMBERRY,2870,148.43333435,-33.15000153
BUNDABAH,2324,152.05000305,-32.66666794
BUNDABURRAH,2871,147.69999695,-33.51666641
BUNDAGEN,2454,153.05000305,-30.39999962
BUNDANOON,2578,150.30000305,-34.65000153
BUNDARBO,2726,148.41667175,-34.88333511
BUNDARRA,2359,151.08332825,-30.16666603
BUNDEENA,2230,151.1499939,-34.08333206
BUNDELLA,2343,149.9833374,-31.54999924
BUNDEMAR,2823,148.06666565,-31.76666641
BUNDEWALLAH,2350,150.68333435,-34.75
BUNDEWALLAH,2535,150.68333435,-34.75
BUNDGEAM,2474,152.8833313,-28.41666603
BUNDOOK,2422,152.1333313,-31.89999962
BUNDURE,2663,146,-35.15000153
BUNGA,2550,150.0166626,-36.54999924
BUNGABA,2852,149.6499939,-32.15000153
BUNGABBEE,2480,153.1499939,-28.76666641
BUNGALORA,2486,153.46665955,-28.23333359
BUNGARBY,2630,149.0166626,-36.66666794
BUNGAWALBIN,2469,153.28334045,-29.01666641
BUNGENDORE,2621,149.44999695,-35.25
BUNGONIA,2580,149.94999695,-34.84999847
BUNGOWANNAH,2640,146.78334045,-35.98333359
BUNGULLA,2372,152,-29.11666679
BUNGWAHL,2423,152.44999695,-32.38333511
BUNNALOO,2731,144.58332825,-35.78333282
BUNNAN,2337,150.6000061,-32.03333282
BUNYAH,2429,152.21665955,-32.16666794
BUNYAN,2630,149.1499939,-36.16666794
BURAJA,2646,146.3833313,-35.84999847
BURBONG,2620,149.31666565,-35.31666565
BURBURGATE,2380,150.19166565,-33.9066658
BURCHER,2671,147.25,-33.51666641
BURDETT,2804,148.6000061,-33.38333511
BUREEN,2328,150.71665955,-32.45000076
BURGOONEY,2672,146.56666565,-33.38333511
BURNS,2880,141,-32.06666565
BURNT BRIDGE,2440,152.80000305,-31.08333397
BURNT YARDS,2792,149.0166626,-33.54999924
BURONGA,2739,142.18333435,-34.16666794
BURRA,2620,149.21665955,-35.53333282
BURRA,2653,149.21665955,-35.53333282
BURRA,2722,149.21665955,-35.53333282
BURRA CREEK,2620,148.06666565,-34.90000153
BURRABOI,2732,144.31666565,-35.36666489
BURRADOO,2576,150.41667175,-34.5
BURRADUC,2423,152.3833313,-32.36666489
BURRAGA,2795,149.53334045,-33.95000076
BURRAGATE,2550,149.6166687,-37
BURRANDANA,2650,147.33332825,-35.40000153
BURRANEER,2230,151.1333313,-34.04999924
BURRANGONG,2594,148.2666626,-34.26666641
BURRAPINE,2447,152.6333313,-30.70000076
BURRAWANG,2577,150.5,-34.59999847
BURRELL CREEK,2429,152.28334045,-31.95000076
BURREN JUNCTION,2386,148.96665955,-30.10000038
BURRIER,2540,150.44999695,-34.86666489
BURRILL LAKE,2539,150.44999695,-35.38333511
BURRINGBAR,2483,153.44999695,-28.41666603
BURRINJUCK,2582,148.58332825,-35
BURROWAY,2821,148.25,-32.03333282
BURRUMBUTTOCK,2642,146.80000305,-35.83333206
BURRUNDULLA,2850,149.6166687,-32.58333206
BURWOOD,2134,151.1000061,-33.86666489
BURWOOD HEIGHTS,2136,151.1000061,-33.86666489
BUSBY,2168,150.8833313,-33.91666794
BUSBYS FLAT,2469,152.80000305,-29.03333282
BUTTABA,2283,151.58332825,-33.04999924
BUTTAI,2323,151.55000305,-32.81666565
BUTTERWICK,2321,151.6333313,-32.63333511
BUXTON,2571,150.53334045,-34.26666641
BYABARRA,2446,152.53334045,-31.53333282
BYADBO WILDERNESS,2633,148.53334045,-36.81666565
BYAMEE,2340,150.81666565,-31.01666641
BYANGUM,2484,153.3500061,-28.35000038
BYGALORIE,2669,146.7666626,-33.45000076
BYLONG,2849,150.1166687,-32.38333511
BYNG,2798,149.25,-33.33333206
BYROCK,2831,146.3999939,-30.66666603
BYRON BAY,2481,153.6166687,-28.64999962
BYRRILL CREEK,2484,153.2333374,-28.43333244
BYWONG,2621,149.33332825,-35.15000153
CABARITA,2137,151.1166687,-33.83166504
CABARITA BEACH,2488,153.56666565,-28.33333397
CABBAGE TREE,2540,150.7666626,-35.01499939
CABBAGE TREE ISLAND,2477,153.44999695,-28.98333359
CABRAMATTA,2166,150.93333435,-33.90000153
CABRAMATTA WEST,2166,150.8999939,-33.88333511
CABRAMURRA,2630,148.3666687,-35.93333435
CADGEE,2545,149.91667175,-36.11666489
CADIA,2800,149.0166626,-33.43333435
CAERLEON,2850,149.55000305,-32.56666565
CAFFREYS FLAT,2424,152.06666565,-31.78333282
CAIRNCROSS,2446,152.68333435,-31.33333397
CAL LAL,2648,141.05000305,-34.04999924
CALALA,2340,151.03334045,-34.09999847
CALAMIA,2460,153.1166687,-29.83333397
CALARE,2800,149.08332825,-33.26666641
CALARIE,2871,148.0166626,-33.31666565
CALDERWOOD,2527,150.7333374,-34.54999924
CALDWELL,2710,144.5,-35.63333511
CALGA,2250,151.21665955,-33.43333435
CALIFAT,2729,148.08332825,-35.21666718
CALIMO,2710,144.58332825,-35.40000153
CALLAGHAN,2308,151.69999695,-32.88333511
CALLALA BAY,2540,150.71665955,-36
CALLALA BEACH,2540,150.7333374,-35
CALLIOPE,2462,153.06666565,-29.60000038
CALOOLA,2795,149.43333435,-33.58333206
CALORAFIELD,2705,146.21665955,-34.43333435
CALWALLA,2577,150.4833374,-34.54999924
CAMBALONG,2632,149.1000061,-36.86666489
CAMBERWELL,2330,151.08332825,-32.46666718
CAMBEWARRA,2540,150.56666565,-34.83333206
CAMBOON,2849,149.94999695,-32.68333435
CAMBRA,2420,151.8666687,-32.43333435
CAMBRIDGE GARDENS,2747,150.71665955,-33.71666718
CAMBRIDGE PARK,2747,150.7333374,-33.75
CAMDEN,2570,150.68333435,-34.04999924
CAMDEN HEAD,2443,152.83332825,-31.63333321
CAMDEN PARK,2570,150.71665955,-34.08333206
CAMDEN SOUTH,2570,150.69999695,-34.04999924
CAMELLIA,2142,151.03334045,-33.81666565
CAMERON CORNER,2880,141,-28.98333359
CAMERON PARK,2285,151.6000061,-32.90000153
CAMERONS CREEK,2359,151.1000061,-30.31666756
CAMIRA,2469,152.93333435,-29.21666718
CAMIRA CREEK,2469,152.96665955,-29.23333359
CAMMERAY,2062,151.19999695,-33.83333206
CAMPBELLTOWN,2560,150.81666565,-34.06666565
CAMPERDOWN,2050,151.18333435,-33.88999939
CAMPSIE,2194,151.1000061,-33.90000153
CAMPVALE,2318,151.8500061,-32.76666641
CAMS WHARF,2281,151.6166687,-33.13333511
CANADA BAY,2046,151.1166687,-33.86666489
CANADIAN LEAD,2850,149.58332825,-32.40000153
CANBELEGO,2835,146.16667175,-31.46666718
CANDELO,2550,149.69999695,-36.76666641
CANGAI,2460,152.46665955,-29.5
CANIABA,2480,153.2333374,-28.81666756
CANLEY HEIGHTS,2166,150.91667175,-33.88333511
CANLEY VALE,2166,150.93333435,-33.88333511
CANOBOLAS,2800,149,-33.34999847
CANOELANDS,2157,151.05000305,-33.48333359
CANONBA,2825,147.5166626,-31.2816658
CANOWINDRA,2804,148.6499939,-33.56666565
CANTERBURY,2193,151.1166687,-33.91666794
CANTON BEACH,2263,151.53334045,-33.26666641
CANYONLEIGH,2577,150.1166687,-34.58333206
CAPARRA,2429,152.25,-31.73333359
CAPEEN,2469,152.66667175,-28.56666756
CAPERTEE,2846,149.9833374,-33.15000153
CAPOOMPETA,2371,152.05000305,-29.36666679
CAPTAINS FLAT,2623,149.44999695,-35.58333206
CARABOST,2650,147.71665955,-35.59999847
CARAGABAL,2810,147.7333374,-33.83333206
CARAVAN HEAD,2225,151.08332825,-33.98333359
CARCALGONG,2850,149.69999695,-32.81666565
CARCOAR,2791,149.1333313,-33.59999847
CARDIFF,2285,151.6499939,-32.93333435
CARDIFF HEIGHTS,2285,151.66667175,-32.91666794
CARDIFF SOUTH,2285,151.6499939,-32.95000076
CAREEL BAY,2107,151.31666565,-33.61666489
CAREY BAY,2283,151.6000061,-33.03333282
CARGO,2800,148.81666565,-33.41666794
CARINDA,2831,147.66667175,-30.46666718
CARINGBAH,2229,151.1166687,-34.04999924
CARINGBAH SOUTH,2229,153.38000488,-27.17700005
CARLAMINDA,2630,149.31666565,-36.26666641
CARLINGFORD,2118,151.05000305,-33.78333282
CARLINGFORD NORTH,2118,151.05000305,-33.75
CARLTON,2218,151.1166687,-33.96666718
CARNHAM,2460,152.53334045,-29.31666756
CARNSDALE,2660,146.5166626,-35.84999847
CARODA,2347,150.3666687,-30
CAROOL,2486,153.41667175,-28.21666718
CAROONA,2343,150.43333435,-31.39999962
CARRABOLLA,2311,151.3666687,-32.18333435
CARRAI,2440,152.25,-30.81666756
CARRAMAR,2163,150.96665955,-33.88333511
CARRATHOOL,2711,145.43333435,-34.40000153
CARRAWABBITY,2871,147.83332825,-33.36666489
CARRICK,2580,149.8833313,-34.68333435
CARRINGTON,2294,151.7666626,-32.91500092
CARRINGTON,2324,151.7666626,-32.91500092
CARRINGTON FALLS,2577,150.6333313,-34.65000153
CARROLL,2340,150.44999695,-30.98333359
CARROLL GAP,2340,150.53334045,-30.91666603
CARROLLS CREEK,2372,152.1000061,-28.83333397
CARROWBROOK,2330,151.30000305,-32.26666641
CARRS CREEK,2460,152.91667175,-29.63333321
CARRS ISLAND,2460,152.8999939,-29.66666603
CARRS PENINSULAR,2460,152.8999939,-29.64999962
CARSS PARK,2221,151.1166687,-33.98333359
CARTWRIGHT,2168,150.8833313,-33.93333435
CARTWRIGHTS HILL,2650,147.3833313,-35.04999924
CARWELL,2849,149.8999939,-32.81666565
CARWOOLA,2620,149.31666565,-35.36666489
CASCADE,2453,152.78334045,-30.23333359
CASINO,2470,153.05000305,-28.85000038
CASSILIS,2329,149.9833374,-32
CASTLE COVE,2069,151.19999695,-33.78333282
CASTLE DOYLE,2350,151.7666626,-30.60000038
CASTLE HILL,2154,151,-33.73333359
CASTLE ROCK,2333,150.71665955,-32.23333359
CASTLECRAG,2068,151.21665955,-33.79999924
CASTLEREAGH,2749,150.68333435,-33.66666794
CASUARINA,2487,153.56666565,-28.28333282
CASULA,2170,150.9833374,-33.95000076
CATALINA,2536,150.18666077,-35.72333145
CATHCART,2632,149.3833313,-36.84999847
CATHERINE FIELD,2557,150.76800537,-33.99000168
CATHERINE HILL BAY,2281,151.6166687,-33.15000153
CATHUNDRAL,2823,147.66667175,-32.01666641
CATTAI,2756,150.91667175,-33.54999924
CATTLE CREEK,2339,152.7333374,-30.14999962
CAVAN,2582,148.81666565,-35
CAVES BEACH,2281,151.6499939,-33.11666489
CAWDOR,2570,150.68333435,-34.08333206
CAWONGLA,2474,153.10166931,-28.59833336
CECIL HILLS,2171,150.85166931,-33.88999939
CECIL PARK,2178,150.83332825,-33.86666489
CEDAR BRUSH CREEK,2259,151.2666626,-33.15000153
CEDAR CREEK,2325,153.25,-28.41666603
CEDAR CREEK,2484,153.25,-28.41666603
CEDAR PARTY,2429,152.3999939,-31.79999924
CEDAR POINT,2474,153,-28.68333244
CELLS RIVER,2324,152.08332825,-31.53333282
CENTENNIAL PARK,2021,151.2416687,-33.88999939
CENTRAL BUCCA,2450,153.1000061,-30.20000076
CENTRAL COLO,2756,150.78334045,-33.40000153
CENTRAL MACDONALD,2775,150.9833374,-33.33333206
CENTRAL MANGROVE,2250,151.2333374,-33.28333282
CENTRAL TILBA,2546,150.06666565,-36.31666565
CERES,2821,148.16667175,-32.15000153
CESSNOCK,2325,151.3500061,-32.83333206
CHAIN VALLEY BAY,2259,151.6499939,-33.13333511
CHAKOLA,2630,149.16667175,-36.09999847
CHAMBIGNE,2460,152.7333374,-29.75
CHARBON,2848,149.96665955,-32.86666489
CHARING CROSS,2024,151.2666626,-33.88333511
CHARITY CREEK,2424,152.21665955,-31.88333321
CHARLES STURT UNIVERSITY,2678,147.33332825,-35.03333282
CHARLES STURT UNIVERSITY,2795,147.33332825,-35.03333282
CHARLESTOWN,2290,151.68333435,-32.96666718
CHARLEYONG,2622,149.91667175,-35.25
CHARLEYS FOREST,2622,149.9833374,-35.38333511
CHARLOTTE BAY,2428,152.50799561,-32.35100174
CHARLOTTES PASS,2624,148.33332825,-36.43333435
CHARLTON,2795,149.6166687,-33.66666794
CHARMHAVEN,2263,151.5,-33.21666718
CHATHAM,2430,152.4833374,-31.8983326
CHATHAM VALLEY,2787,149.8999939,-33.83333206
CHATSBURY,2580,149.81666565,-34.53333282
CHATSWOOD,2057,151.16667175,-33.78333282
CHATSWOOD,2067,151.16667175,-33.78333282
CHATSWOOD WEST,2067,151.16999817,-33.79833221
CHATSWORTH,2469,150.7666626,-33.76666641
Cheero Point,2083,151.19299316,-33.51100159
CHEESEMANS CREEK,2800,148.8833313,-33.20000076
CHELMSFORD,2480,153.1333313,-28.68333244
CHELTENHAM,2119,151.08332825,-33.75
CHERRY TREE HILL,2360,149.8666687,-33
CHERRYBROOK,2126,151.03334045,-33.70000076
CHESTER HILL,2162,151,-33.88333511
CHICHESTER,2420,151.6166687,-32.16666794
CHIFLEY,2036,151.2333374,-33.96666718
CHILCOTTS CREEK,2339,150.8500061,-31.64999962
CHILCOTTS GRASS,2480,153.33332825,-28.81666756
CHILLINGHAM,2484,153.28334045,-28.29999924
CHINDERAH,2487,153.53334045,-28.25
CHINNOCK,2550,149.94999695,-36.68333435
CHIPPENDALE,2008,151.19999695,-33.88333511
CHIPPING NORTON,2170,150.96665955,-33.91666794
CHISHOLM,2322,151.643,-32.75
CHISWICK,2046,151.1333313,-33.84999847
CHITTAWAY BAY,2261,151.44999695,-33.33333206
CHITTAWAY POINT,2261,151.44999695,-33.31666565
CHOWAN CREEK,2484,153.3666687,-28.45000076
CHULLORA,2190,151.05000305,-33.90000153
CHURCH POINT,2105,151.28334045,-33.65000153
CIRCULAR QUAY,2000,151.20100403,-33.84799957
CLANDULLA,2848,149.93333435,-32.90000153
CLAREMONT MEADOWS,2747,150.7333374,-33.76666641
CLARENCE,2790,150.21665955,-33.46666718
CLARENCE TOWN,2321,151.78334045,-32.58333206
CLARENDON,2756,150.78334045,-33.59999847
CLARENZA,2460,153.0166626,-29.70000076
CLAREVAL,2425,151.91667175,-32.31666565
CLAREVILLE,2107,151.31666565,-33.61666489
CLAREVILLE BEACH,2107,151.31666565,-33.61666489
CLAYMORE,2559,150.80000305,-34.03333282
CLEAR CREEK,2795,149.69999695,-33.31666565
CLEAR RANGE,2620,149.1166687,-35.68333435
CLEARFIELD,2469,152.93333435,-29.13333321
CLEMTON PARK,2206,151.1000061,-33.91666794
CLERGATE,2800,149.1166687,-33.18333435
CLIFDEN,2460,152.91667175,-29.56666756
CLIFTLEIGH,2321,151.5166626,-32.76666641
CLIFTON,2515,150.96665955,-34.26666641
